1144,1601
44,1933
512,537
213,1102
802,1646
892,1017
901,1988
317,1563
1631,1774
1145,1234
256,712
1351,1673
218,1380
515,1183
469,1664
1429,1966
849,1188
267,331
1366,1774
672,777
566,1964
486,968
1124,1537
181,1098
1088,1202
1119,1547
706,1030
752,1267
508,1029
758,1753
829,1518
36,1992
405,530
297,1338
1564,1672
458,1189
1040,1690
114,285
970,1135
1040,1604
225,731
564,1169
644,1143
939,1764
189,635
150,1100
685,735
968,1122
1263,1286
232,688
300,1454
969,1407
83,1232
1616,1727
1242,1497
231,384
444,1204
362,1797
390,1949
819,1586
1397,1790
845,1091
606,807
1816,1991
499,1195
1429,1865
1391,1644
369,1066
741,869
1774,1892
534,1349
1127,1632
799,1950
1407,1779
1470,1869
721,1319
750,1568
729,1432
350,1071
456,1573
844,1392
1156,1174
1916,1938
809,966
505,549
568,1641
1084,1444
702,1852
930,1123
567,1779
1176,1592
580,710
1220,1800
1180,1838
1781,1887
187,1713
518,1525
414,701
747,815
1154,1674
107,289
38,1344
376,1983
1546,1982
534,1992
219,295
728,782
337,775
500,1987
350,637
61,1274
1314,1597
815,1309
929,1621
471,1609
946,1085
72,1592
314,494
78,1913
862,1749
152,1722
669,1309
1276,1674
59,631
885,1156
1033,1407
106,1932
693,716
1383,1500
715,1688
316,1377
312,397
302,1704
1596,1803
823,832
389,869
925,1698
869,1492
542,577
491,511
1102,1905
927,1389
399,1901
219,751
1502,1854
359,1520
1360,1541
375,1641
561,1105
695,837
418,1779
1270,1449
346,1520
1162,1337
27,1281
868,1283
988,1054
1309,1567
1423,1897
841,1717
754,911
1700,1850
100,1694
807,1708
571,1135
982,1212
843,1727
431,1271
306,1037
154,1101
345,1185
19,1167
178,1297
1256,1353
1074,1700
120,1081
1291,1720
581,1692
176,779
677,1229
727,1559
148,1073
358,1906
830,1505
1338,1867
223,1975
542,1569
439,548
12,1182
220,1048
1092,1409
964,1401
307,789
1417,1506
987,1642
806,1032
615,1835
452,1753
278,1287
1246,1810
845,1984
570,1165
1518,1718
693,1759
14,259
65,361
521,684
188,1699
55,375
484,1329
647,1404
1080,1475
223,1952
1000,1756
420,1089
609,848
1273,1666
1100,1851
1639,1963
1278,1685
464,561
1162,1688
214,1139
1566,1749
248,1872
661,1029
644,1771
1124,1681
1606,1895
841,1750
682,1477
929,1923
437,1072
562,1493
970,1750
691,1848
1009,1546
465,1920
187,1735
771,1617
1021,1378
647,1033
691,928
1100,1960
329,1580
55,1399
572,1477
88,676
389,1335
572,1267
987,1907
140,955
45,493
377,1346
352,605
1771,1843
910,1519
420,720
867,1102
624,958
1292,1300
1372,1967
673,686
168,1229
1195,1623
600,895
459,1170
1453,1802
715,867
23,1235
1023,1803
424,1924
106,410
1084,1556
1711,1904
1007,1543
58,1735
