1999,803
1724,1538
1727,400
168,444
158,1338
577,1006
140,928
1801,1298
582,1213
1810,444
1813,1837
1097,1106
1815,1298
938,1723
926,493
1851,1723
618,725
1874,1823
1875,344
1884,814
81,322
1898,748
836,1017
948,1129
644,226
518,1106
1682,1006
1406,1473
384,1106
1457,1276
1495,1338
1327,1338
1508,1213
1510,1017
1282,1210
1559,64
1562,1422
1114,725
449,725
453,1276
1229,1473
1209,1723
1191,725
1177,1235
1172,446
228,416
1665,226
222,1129
220,322
280,1106
1916,1235
1419,416
1991,485
1994,1723
1955,1473
1997,898
752,725
1986,583
1974,1338
1988,1129
1990,1422
1989,64
671,1529
724,322
1206,725
1205,1213
1200,1106
790,725
1195,406
1194,1473
1211,322
1193,1064
727,444
1189,748
1188,716
1196,1885
1214,950
1222,725
1217,416
1238,1213
718,1213
1237,416
1236,725
1232,950
722,1473
1215,1167
1231,1235
1228,64
1225,1529
1223,1823
1186,1210
1220,716
1219,1064
723,416
1182,1298
1179,1235
1239,1338
1132,226
1131,583
733,1723
734,1276
1130,1017
1128,1017
1127,1006
1134,597
1126,1064
1125,1473
1123,1235
1122,416
1121,1210
1120,1064
743,1067
744,1016
740,416
1180,950
1136,1473
1139,406
728,1453
729,1129
1171,1422
1170,1479
1166,716
1163,444
1161,322
1138,1538
1159,1235
1156,1017
1151,416
1150,64
1149,1064
1146,771
1144,928
1140,485
1158,803
1240,1162
1252,416
1245,1453
1373,898
1372,1538
1370,226
1369,1538
1366,1064
1362,1837
1360,322
1357,1017
1352,1106
1351,1723
1349,1235
1348,771
1347,803
1344,226
1343,1298
1376,344
1341,597
1380,898
1382,322
1414,950
1413,322
1412,1210
1409,1473
1405,1823
1403,64
1402,725
1400,1213
1399,1017
1395,400
1390,1422
712,1538
1389,444
1386,1298
1384,1210
713,1235
1242,725
1340,1885
1336,1538
1288,444
1287,597
1284,725
1277,814
1274,444
1271,1276
1267,1106
1266,1106
1263,1473
1261,748
1260,1837
1256,416
1253,1473
1113,1938
1251,1235
1291,1064
1339,1167
1294,1235
1304,1106
1334,1213
1333,609
1330,1538
714,803
1322,1006
1319,1837
1317,1298
715,803
1316,1210
1315,1106
1313,1837
1311,1276
1308,64
1307,1129
1305,444
1302,748
1112,444
1109,322
789,322
770,400
911,597
906,493
905,344
904,1006
903,1723
902,649
897,1213
896,1837
772,597
893,1276
892,416
889,928
884,1129
883,1338
914,493
915,226
918,1006
919,583
764,1823
952,64
951,446
949,1473
765,1298
944,416
943,444
774,322
940,1529
937,1106
933,803
932,1067
930,1479
929,1453
769,803
924,64
939,725
776,416
880,1064
879,1213
785,1006
786,1129
832,1473
831,1106
827,771
824,1837
822,725
840,1006
788,1453
820,226
813,597
807,1479
806,1529
802,771
797,1017
796,583
821,1538
956,814
842,1235
848,226
878,716
876,950
874,1723
779,213
873,1723
871,1162
870,1213
845,725
781,950
867,1016
860,1473
859,485
857,1129
852,322
851,1213
783,1064
869,485
1111,444
962,96
964,416
1082,406
1081,1213
1080,609
1076,1885
1416,226
1070,1017
1061,1167
1059,1422
1057,1106
1055,1006
1054,400
1052,64
1048,1017
1046,716
1045,1837
1083,1473
1086,446
747,1473
1087,771
1108,725
745,1538
1107,1006
1105,868
1103,1064
1102,847
1101,1473
1043,1213
1100,64
746,950
1096,1210
1095,1823
1094,1276
1093,748
1092,868
1089,1479
1099,1823
1040,1422
1039,416
1037,725
998,928
997,1538
994,1106
990,1006
757,485
989,64
984,928
1998,344
983,416
760,485
761,1837
762,1473
973,1064
972,64
968,649
966,1162
978,1298
763,847
1000,716
1003,1017
1036,1006
753,1213
1035,1479
1033,1210
1031,444
1028,1129
1023,1479
1001,493
1022,950
1019,1064
1018,814
756,322
1010,928
1009,444
1007,1016
1004,1453
1020,1723
1075,803
1449,1276
1421,344
1825,1823
1824,446
1822,1064
1820,1619
1819,1235
1817,1017
1814,1162
1826,493
1811,226
1807,226
1806,1422
1804,725
1803,1167
1802,1473
1800,493
1799,649
1809,96
1827,1453
1832,1338
1833,1837
1862,609
1861,1235
1858,1723
1856,1235
1854,485
1853,1723
1852,725
1849,485
1847,1338
1845,96
1844,226
1843,1298
1842,1837
1840,1473
1839,322
1836,1106
1834,1017
1798,444
1797,1006
1796,771
1794,226
1762,725
1761,1885
1759,416
1758,226
1757,847
1754,1017
1753,1538
1751,444
1749,1823
1748,226
1747,322
1744,485
1742,1473
1738,1473
1737,847
1734,748
1733,1167
1763,444
1863,716
1764,1453
1770,226
1793,716
1792,1210
1791,96
1790,1210
1788,716
1787,725
1785,1276
1784,1473
1783,1017
1782,406
1780,1213
1779,1473
1778,898
1777,725
1776,1162
1774,416
1771,1473
1768,1938
1864,1017
1865,803
1866,1064
1963,725
1962,1823
1960,1823
1958,96
1957,725
1956,446
1954,847
1953,649
1951,1213
1950,1529
1949,725
1948,1479
1947,1162
1946,1850
1943,597
1942,803
1941,1064
1964,1235
1937,725
1965,1162
1967,771
1996,1276
1995,1338
1993,226
1992,1422
1987,1017
1985,682
1984,597
1983,928
1981,725
1980,609
1979,847
1977,868
1976,416
1975,1529
1972,847
1970,649
1968,847
1966,64
1731,1538
1936,649
1933,416
1896,1213
1894,716
1893,649
1892,226
1890,1338
1889,1017
1888,444
1887,1473
1886,400
1883,446
1879,725
1878,400
1877,1938
1876,406
1873,1298
1871,814
1869,446
1897,1723
1935,725
1899,725
1903,950
1932,1017
1929,1837
1928,1850
1927,406
1922,493
1920,1338
1919,803
1918,1723
1917,609
1914,1885
1913,725
1912,226
1911,950
1909,416
1908,725
1906,1235
1904,416
1901,847
1420,1106
1729,1473
1725,64
1532,1338
1530,416
1527,416
1526,1338
1525,226
1524,1422
1523,803
1533,1017
1521,928
1516,716
1513,1017
1511,1064
1507,64
1505,847
1504,1479
1503,597
1518,416
1535,1823
1541,803
1542,446
1580,416
1579,1473
1575,1850
1574,1064
1573,583
1572,96
1571,1529
1570,64
1567,1129
1566,1823
1564,1298
1561,1235
1557,1453
1556,416
1555,1723
1548,1210
1544,1723
1502,597
1499,226
1496,1064
1494,1473
709,1235
1445,416
1444,725
1443,1723
1442,400
1438,803
1437,416
1435,416
1434,406
1432,446
1431,226
1430,1162
1429,597
1427,1129
1426,725
1425,868
1424,64
1451,96
1581,400
1458,1538
1460,1016
1493,344
1491,322
1489,898
1488,1006
1485,1064
1481,649
1478,716
1476,1885
1475,1538
1474,1017
1471,847
1470,1938
1469,716
1465,1210
1463,444
1462,322
1461,1538
1459,226
1582,1106
1583,725
1586,64
1684,1064
1680,1453
1678,1538
1677,1723
1675,1837
1674,416
1673,446
1671,1538
1669,1067
1668,1006
1664,725
1663,1453
1662,1619
1660,1064
1659,1298
1658,1837
1653,1276
1689,1723
1652,716
