1894,168
1416,772
1378,272
533,343
140,1341
544,540
1848,366
1604,273
1839,814
1865,988
1191,394
1948,308
1924,273
1995,1029
1868,210
1944,251
404,1414
1688,1153
430,814
1702,988
1706,1029
1718,736
1710,943
412,1785
1712,231
1678,334
406,347
1713,600
1709,988
1676,972
499,595
1663,1933
592,191
1595,184
570,1329
1608,366
556,191
549,366
1614,208
537,208
528,1329
527,307
1635,1414
1642,943
1658,1314
486,1414
1662,184
479,1029
391,208
382,1153
383,210
1782,661
1783,1153
1786,372
1794,1153
1796,972
1797,1153
1798,1153
1822,661
262,1785
1840,600
1851,251
1855,347
225,1029
1863,977
1870,638
1873,595
1876,210
1779,1153
1724,394
1778,191
1773,1331
1584,1599
1730,540
1733,566
368,736
1746,1331
358,184
351,1520
1757,1331
1758,273
1759,1331
1761,1341
340,208
1764,334
1766,646
1768,1599
330,1414
1771,1745
1775,343
1571,347
1999,934
1561,1520
1015,943
1004,191
1003,1341
1998,210
1302,862
1308,831
969,273
966,566
1018,297
951,273
1336,168
937,394
1339,1785
933,212
932,862
1353,1153
912,540
1363,736
1325,1745
902,1314
1023,772
1263,208
1172,212
1167,257
1164,184
1190,1414
1148,307
1143,184
1141,272
1138,934
1026,736
1131,540
1101,347
1231,1785
1233,347
1235,1331
1082,540
1064,600
1260,661
1262,1341
1115,1314
1565,372
895,1341
889,154
1474,186
1486,934
1492,934
1509,343
1511,190
717,1153
711,394
1528,600
1462,661
680,343
1539,231
1540,372
669,1153
668,814
1551,347
653,184
643,972
1887,934
677,1153
894,977
1456,1933
1441,1329
884,307
1376,600
1377,257
1390,600
863,366
860,972
1394,210
853,334
790,862
852,273
846,1745
1403,307
827,212
820,1153
816,831
1425,251
802,334
798,646
851,394
1559,366
1177,934
1971,1520
1949,988
1966,305
1975,307
1943,273
1977,1153
84,251
83,661
1901,638
1908,814
33,273
1934,191
142,307
1932,297
102,186
1962,168
1980,343
1960,772
108,988
1954,1414
115,661
114,600
28,366
1959,972
27,366
25,334
1983,1341
61,1153
87,191
80,305
174,1599
127,1314
1969,273
1996,772
1972,334
1929,334
41,366
1994,1414
1947,1341
8,638
43,273
1927,184
49,977
1443,876
66,372
797,191
68,736
1379,343
1432,540
800,814
1961,210
1430,661
1428,191
1426,661
1437,1933
787,363
1375,184
784,977
1957,977
766,272
1372,1414
1471,190
1469,600
1468,186
1958,934
1461,334
1460,1599
1459,273
1458,1331
1457,186
881,347
880,646
1454,1331
1385,1314
783,943
785,646
1424,154
1419,366
811,208
59,272
859,943
1392,540
837,394
839,184
1399,184
857,943
1398,272
843,661
845,272
848,297
1393,272
850,1153
57,208
56,1029
55,943
854,736
1404,366
1405,210
53,1745
833,257
1422,190
54,772
1963,168
1964,1745
1415,394
865,1785
821,1153
823,646
1423,646
1968,273
826,154
1965,347
1391,1599
1411,343
861,772
1409,1153
1407,273
1406,1153
824,184
761,1414
678,814
758,1745
1553,334
1552,1314
651,334
652,372
86,972
656,343
657,1933
658,334
659,210
1547,273
1554,186
662,1153
664,305
1544,272
670,1153
1541,257
82,257
81,257
674,297
1538,1153
1537,208
1895,394
1546,1599
679,988
1558,1153
641,977
612,1314
92,273
615,934
